17:18:05,3.320e+00,3.320e+00,0.0
17:18:36,3.320e+00,3.320e+00,0.0
17:19:08,3.300e+00,3.320e+00,0.015384615384615398
17:19:40,3.300e+00,3.340e+00,0.030769230769230795
17:20:12,3.320e+00,3.320e+00,0.0
17:20:44,3.300e+00,3.320e+00,0.015384615384615398
17:21:15,3.300e+00,3.320e+00,0.015384615384615398
17:21:47,3.320e+00,3.320e+00,0.0
17:22:19,3.320e+00,3.320e+00,0.0
17:22:51,3.320e+00,3.320e+00,0.0
17:23:23,3.320e+00,3.340e+00,0.015384615384615398
17:23:55,3.320e+00,3.320e+00,0.0
17:24:26,3.300e+00,3.320e+00,0.015384615384615398
17:24:58,3.300e+00,3.320e+00,0.015384615384615398
17:25:30,3.340e+00,3.320e+00,-0.015384615384615398
17:26:01,3.320e+00,3.320e+00,0.0
17:26:33,3.320e+00,3.320e+00,0.0
17:27:05,3.320e+00,3.320e+00,0.0
17:27:36,3.320e+00,3.320e+00,0.0
17:28:08,3.300e+00,3.320e+00,0.015384615384615398
17:28:40,3.300e+00,3.320e+00,0.015384615384615398
17:29:12,3.300e+00,3.320e+00,0.015384615384615398
17:29:43,3.300e+00,3.320e+00,0.015384615384615398
17:30:15,3.300e+00,3.320e+00,0.015384615384615398
17:30:46,3.320e+00,3.320e+00,0.0
17:31:18,3.300e+00,3.320e+00,0.015384615384615398
17:31:50,3.320e+00,3.320e+00,0.0
17:32:22,3.300e+00,3.320e+00,0.015384615384615398
17:32:53,3.300e+00,3.300e+00,0.0
17:33:25,3.300e+00,3.320e+00,0.015384615384615398
17:33:57,3.300e+00,3.320e+00,0.015384615384615398
17:34:28,3.320e+00,3.320e+00,0.0
17:35:00,3.300e+00,3.320e+00,0.015384615384615398
17:35:32,3.300e+00,3.300e+00,0.0
17:36:04,3.300e+00,3.320e+00,0.015384615384615398
17:36:50,3.300e+00,3.340e+00,-0.01076923076923095
17:37:37,3.320e+00,3.340e+00,-0.007692307692307528
17:38:24,3.320e+00,3.320e+00,-0.01076923076923095
17:39:34,3.300e+00,3.300e+00,-0.004615384615384448
17:40:21,3.300e+00,3.300e+00,-0.009230769230769239
17:41:09,3.320e+00,3.320e+00,-0.006153846153846159
18:00:10,3.306,3.3200000000000003,-0.01076923076923095
18:00:57,3.306,3.318,-0.009230769230769239
18:01:44,3.308,3.318,-0.00769230769230787
18:02:31,3.308,3.3199999999999994,-0.009230769230768897
18:03:48,3.302,3.314,-0.009
18:04:35,3.312,3.312,0.0
18:05:23,3.304,3.32,-0.012
18:06:09,3.308,3.32,-0.009
18:06:56,3.308,3.322,-0.011
18:07:44,3.302,3.32,-0.014
18:08:31,3.302,3.318,-0.012
18:09:18,3.304,3.316,-0.009
18:10:06,3.304,3.316,-0.009
18:10:53,3.306,3.322,-0.012
18:11:41,3.308,3.318,-0.008
18:12:28,3.304,3.316,-0.009
18:13:16,3.306,3.322,-0.012
18:27:50,3.306,3.322,-0.012
18:28:38,3.302,3.32,-0.014
18:29:25,3.3,3.316,-0.012
18:30:12,3.304,3.32,-0.012
18:31:00,3.304,3.318,-0.011
18:31:47,3.306,3.32,-0.011
18:32:34,3.302,3.316,-0.011
18:40:58,3.3,3.32,-0.015
18:41:30,3.32,3.32,0.0
18:42:02,3.32,3.32,0.0
18:42:33,3.3,3.32,-0.015
18:43:05,3.32,3.3,0.015
18:43:37,3.3,3.3,0.0
18:44:08,3.3,3.32,-0.015
18:44:40,3.32,3.32,0.0
18:45:12,3.3,3.3,0.0
18:45:43,3.32,3.32,0.0
18:46:15,3.32,3.32,0.0
18:46:47,3.3,3.32,-0.015
18:47:19,3.3,3.3,0.0
18:47:51,3.32,3.32,0.0
18:48:23,3.32,3.32,0.0
18:48:55,3.32,3.32,0.0
18:49:26,3.3,3.32,-0.015
18:49:58,3.32,3.32,0.0
18:51:21,3.3,3.32,-0.015
18:51:53,3.3,3.32,-0.015
18:52:25,3.3,3.32,-0.015
18:52:56,3.3,3.32,-0.015
18:53:28,3.3,3.32,-0.015
18:54:00,3.3,3.32,-0.015
18:54:32,3.3,3.32,-0.015
18:55:03,3.3,3.32,-0.015
18:55:35,3.3,3.32,-0.015
18:56:07,3.3,3.3,0.0
18:56:39,3.3,3.32,-0.015
18:57:10,3.32,3.32,0.0
18:57:42,3.3,3.32,-0.015
18:58:14,3.32,3.32,0.0
18:58:45,3.32,3.32,0.0
18:59:17,3.3,3.32,-0.015
18:59:49,3.3,3.32,-0.015
19:00:21,3.3,3.32,-0.015
19:00:53,3.3,3.32,-0.015
19:01:25,3.3,3.32,-0.015
19:01:56,3.32,3.32,0.0
19:02:28,3.32,3.32,0.0
19:03:00,3.32,3.32,0.0
19:03:32,3.3,3.32,-0.015
19:04:03,3.3,3.3,0.0
19:04:35,3.3,3.32,-0.015
19:05:07,3.32,3.32,0.0
19:05:39,3.32,3.32,0.0
19:06:10,3.3,3.3,0.0
19:06:42,3.3,3.32,-0.015
19:07:14,3.3,3.32,-0.015
19:07:46,3.3,3.32,-0.015
19:11:19,3.3,3.32,-0.015
19:11:50,3.3,3.32,-0.015
19:12:22,3.32,3.32,0.0
